AuthorID,Author,Date,Content,Attachments,Reactions,LLM1_Label,LLM1_Score,LLM2_Label,LLM2_Score,LLM3_Label,LLM3_Score
8.79228E+17,kimbonft,2024-02-15T01:46:51.2010000+08:00,Happy Valetine's Day!,,,positive,0.983897984,positive,0.97571677,positive,0.83414638
1.10388E+18,zigg.,2024-02-15T01:57:23.9670000+08:00,"Hi there, you have the option to modify the description of your estate or parcel on the Marketplace. For detailed instructions, you can refer to this document: https://docs.decentraland.org/player/market/land-manager/#manage-your-land.",,,neutral,0.885456562,positive,0.542403042,neutral,0.798505127
7.96578E+17,jbtg79,2024-02-15T04:14:38.0460000+08:00,🦇,,,neutral,0.617475748,positive,0.416104198,neutral,0.406728119
3.88053E+17,hueppow,2024-02-15T05:09:35.4270000+08:00,"Hi, there’s no such an option to add highlights with icon like „1 parcel away“ from road 

I saw on the market parcels with highlight „3 parcels away“  from road and my Estate have 2 parcels away from road but i don’t have any highlight icons about it 

That’s why I’m asking , how I can get this highlight, because I supposed to have it but somehow it’s not there 

This is my estate - https://decentraland.org/marketplace/contracts/0x959e104e1a4db6317fa58f8295f586e1a978c297/tokens/5650",,,neutral,0.504410803,neutral,0.419477373,neutral,0.478803694
2.03806E+17,metawolf93,2024-02-15T09:56:52.5610000+08:00,"Wich is the right tag to report users? 
I will use that in the future",,,neutral,0.897862554,positive,0.397674352,neutral,0.556779325
4.08121E+17,nft_world,2024-02-15T11:17:25.5120000+08:00,Feel free to tag any mod in the future 🙏 Me or Kaze or any others,,💯 (2),positive,0.594803393,positive,0.640681565,neutral,0.471887916
1.15106E+17,smashe,2024-02-15T18:04:45.6320000+08:00,hi where can i open a ticket?,,,neutral,0.937483907,negative,0.337632149,neutral,0.84774977
1.0526E+18,Tickets#5253,2024-02-15T20:15:37.4590000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
1.19663E+18,victoriatrade15,2024-02-15T21:15:53.7920000+08:00,Good morning ☀️,,,positive,0.964903295,positive,0.886432827,positive,0.714954555
5.39828E+17,_.valkyr._,2024-02-16T02:03:26.9570000+08:00,"Hi there, @Andres. Thank you for reaching out and informing us about the error you encountered with the Builder.🫡 I received a similar report like this a while ago. Could you try clearing your browser's cache or using a different browser to see if you'll still have that specific error?",,,neutral,0.667312145,positive,0.711530805,neutral,0.593323052
1.14429E+18,andres_14407,2024-02-16T02:05:01.6910000+08:00,"Hi @Valkyr, I've cleared the cache and used Chrome and Edge, but the error keeps popping up.",,🕵️ (1),neutral,0.515123904,negative,0.511162698,negative,0.774017274
1.0526E+18,Tickets#5253,2024-02-16T04:27:12.1930000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
2.78223E+17,tobikcc,2024-02-16T05:00:30.6960000+08:00,Llamada en español jugando Golfcraft en Decentraland 🇪🇸 https://discord.com/channels/859207165826301952/1200092454351802452,,,neutral,0.811686456,positive,0.624539912,neutral,0.864791691
1.04308E+18,kaze_no_kai,2024-02-16T15:32:33.4630000+08:00,hey @The Real Cory Williams please keep the content relevant to Decentraland 🙏,,,neutral,0.566105425,positive,0.534174562,neutral,0.485727936
3.95078E+17,pabloest,2024-02-16T16:17:02.6840000+08:00,Gm,,GM (1),neutral,0.53330642,positive,0.445416719,neutral,0.487443596
5.44862E+17,proteo4934,2024-02-16T18:55:23.4420000+08:00,@KDust | $LINGO make sure the time on your signing device is correct,,,neutral,0.849805772,negative,0.386671305,neutral,0.890461922
1.05989E+18,_cicadaa_,2024-02-16T20:55:59.0180000+08:00,"Thanks for sharing your insight on this case, @Proteus. @KDust | $LINGO, if the issue persists after following Proteus' advice, please let me know at your earliest convenience and we'll look into it further. 😊",,,positive,0.587856054,positive,0.882240474,positive,0.588005304
1.0526E+18,Tickets#5253,2024-02-16T20:56:23.1770000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
1.0526E+18,Tickets#5253,2024-02-16T21:52:34.3290000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
5.75676E+17,m4e1kj3oln2a4m,2024-02-17T03:31:39.0720000+08:00,why now english pls massage me !!!,,,negative,0.693919301,negative,0.766761363,negative,0.521642864
1.05989E+18,_cicadaa_,2024-02-17T03:55:23.6240000+08:00,"Hi, @m4e1kj3oln2a4m. Do you have inquiries about Decentraland, or are you experiencing any issues with the platform? If so, please share more details about it, and I'll do my best to assist you.",,,neutral,0.768444538,negative,0.42007181,neutral,0.768657207
3.88053E+17,hueppow,2024-02-17T08:36:21.9260000+08:00,"Hi, who or what  is responsible for parcel/estate “Highlights” ? “Highlights” about how much parcels away from road or district which are added in marketplace",,,neutral,0.898504794,negative,0.531030238,neutral,0.924477816
9.21778E+17,_ahsk_,2024-02-17T17:53:22.8370000+08:00,"Hey everyone
Does this project require kyc?",,,neutral,0.84169358,negative,0.40433532,neutral,0.875437915
1.10388E+18,zigg.,2024-02-17T20:11:43.4810000+08:00,"Hello there, Decentraland is not requiring KYC.",,,neutral,0.787129223,positive,0.410923958,neutral,0.776449859
1.10388E+18,zigg.,2024-02-17T20:56:07.6590000+08:00,"Hello @Huepow, I understand that you're curious about who or what determines the parcel/estate ""Highlights"" in the marketplace, specifically regarding the distance from roads or districts. I'll bring this matter to our team, and we'll keep you updated once we've received information from them.",,💙 (1),neutral,0.907986343,positive,0.481123179,neutral,0.702978671
7.19767E+17,capturemotion,2024-02-18T00:03:43.0980000+08:00,is the error auth chain is required mean something?,,,neutral,0.684583127,negative,0.659537733,neutral,0.627903521
7.19767E+17,capturemotion,2024-02-18T00:03:48.4950000+08:00,I cannot log in,,,neutral,0.558577418,neutral,0.488683373,negative,0.807820797
1.10388E+18,zigg.,2024-02-18T00:05:40.9170000+08:00,"Hello, could you please specify the authentication error you're encountering? Would you mind sharing a screenshot here for clarification?",,,neutral,0.791038036,positive,0.436825454,neutral,0.664841115
7.19767E+17,capturemotion,2024-02-18T00:06:15.5700000+08:00,can we load images here,,,neutral,0.934400678,positive,0.501264334,neutral,0.607104242
7.19767E+17,capturemotion,2024-02-18T00:06:20.5390000+08:00,looks like you cant,,,negative,0.628441751,positive,0.479877561,negative,0.881904602
7.19767E+17,capturemotion,2024-02-18T00:07:21.2670000+08:00,loaded it in help thread,,,neutral,0.76022613,positive,0.571198523,neutral,0.809362948
1.10388E+18,zigg.,2024-02-18T00:08:37.0800000+08:00,I will continue to communicate with you in the #help channel.,,,neutral,0.834984303,positive,0.672640026,neutral,0.576823473
4.11021E+17,zm4g,2024-02-18T04:42:46.3320000+08:00,hii,,,neutral,0.56233871,positive,0.535823584,neutral,0.457229614
1.10388E+18,zigg.,2024-02-18T04:44:11.1550000+08:00,Hello @AstriiD`! Welcome to Decentraland's Discord server. 🫡,,,positive,0.875649571,positive,0.701628149,positive,0.587706804
4.11021E+17,zm4g,2024-02-18T04:44:19.5720000+08:00,"Hello, can i ask something?",,,neutral,0.858461916,negative,0.335838854,neutral,0.784320354
1.10388E+18,zigg.,2024-02-18T04:56:42.0530000+08:00,Certainly! How can I assist you?,,,neutral,0.531944156,positive,0.469838202,neutral,0.669350326
1.05587E+18,pizzarte,2024-02-18T14:58:42.9470000+08:00,"Good morning everyone
I need help on opening the decentraland App for Windows...
I haven't been able to open the application for 4 days
this is the Message:

Something went wrong

Renderer not found: C:\Users\pizza\AppData\Roaming\explorer-desktop-launcher\renderer\prod\unity-renderer-windows.exe

I open it with Chrome Browser

waiting for an answer I wish you a good Sunday",,,negative,0.52713424,negative,0.487421721,negative,0.775241435
1.05587E+18,pizzarte,2024-02-18T14:59:22.7730000+08:00,_Good morning everyone I need help on opening the decentraland App for Windows... I haven't been able to open the application for 4 days this is the Message:  Something went wrong  Renderer not found: C:\Users\pizza\AppData\Roaming\explorer-desktop-launcher\renderer\prod\unity-renderer-windows.exe  I open it with Chrome Browser  waiting for an answer I wish you a good Sunday_,,,negative,0.736410081,negative,0.488212734,negative,0.772156298
2.63039E+17,theankou,2024-02-18T16:45:09.1090000+08:00,why this discord don't have a bot that will send listed lands / wearables on market?,,,negative,0.527558088,negative,0.576169491,negative,0.524722099
5.39828E+17,_.valkyr._,2024-02-18T20:14:50.7070000+08:00,"Welcome to Decentraland's Discord server, @PiZzArte.👋  I'm sorry that you're unable to open the Decentraland desktop application, and I appreciate the details you provided. I was able to run Decentraland (also on Windows), and I kindly suggest that you try to reinstall the application and check again. If the issue persists, please let me know as soon as possible.🙏",,,neutral,0.543087602,negative,0.397107661,negative,0.678418159
5.39828E+17,_.valkyr._,2024-02-18T20:21:41.0810000+08:00,"Thank you for the suggestion, @Kristian (DAPPCRAFT).🫡 I'll be sure to forward this to the team for further discussion.",,,positive,0.868569434,positive,0.930338264,positive,0.793909013
7.39452E+17,charatan166,2024-02-18T23:03:57.3400000+08:00,:parrot:,,,neutral,0.824180961,negative,0.686452866,neutral,0.51845032
6.78662E+17,yokk8077,2024-02-18T23:30:21.3420000+08:00,https://tenor.com/view/meow-dancing-cat-cat-dancing-meow-meow-meow-gif-14608759981751543562,,,neutral,0.829259634,positive,0.649882436,neutral,0.720591187
9.39666E+17,poflies,2024-02-19T02:39:24.3950000+08:00,hello),,,positive,0.485129118,positive,0.671555698,neutral,0.44261533
5.39828E+17,_.valkyr._,2024-02-19T05:01:22.1120000+08:00,"Hello! Welcome to Decentraland's Discord server, @Poflies.🤗",,,positive,0.959328592,positive,0.684705377,positive,0.644955754
3.88053E+17,hueppow,2024-02-19T07:56:33.8070000+08:00,"Thanks , please update me when you got any info about it 💙",,,positive,0.877295852,positive,0.915549695,positive,0.577405989
3.40705E+17,macabriot,2024-02-19T13:01:41.9940000+08:00,"hi, @everyone",,,neutral,0.712277293,positive,0.529536903,neutral,0.497365057
9.0105E+17,_sidxo,2024-02-19T19:12:42.8160000+08:00,"Hi there, hope you're having a great monday",,,positive,0.985517681,positive,0.944752455,positive,0.834994256
9.0105E+17,_sidxo,2024-02-19T19:17:29.4070000+08:00,Wave if you're involved in this year's MeshFair ♥️,,"dcl (2),🤗 (3)",positive,0.842972636,negative,0.394123346,positive,0.636417031
5.39828E+17,_.valkyr._,2024-02-19T20:23:14.0790000+08:00,You can also submit your feedback directly using the Canny page here: https://feedback.decentraland.org/.:dcl:,,,neutral,0.889179826,positive,0.551931918,neutral,0.771291435
8.66773E+17,bacongrease2144,2024-02-20T02:08:49.8040000+08:00,"@PiZzArte stop trying to friend request everyone when they load into genesis plaza, so annoying",,❌ (1),negative,0.880429685,negative,0.604162753,negative,0.942317903
8.84866E+17,zcayel.,2024-02-20T03:04:16.2530000+08:00,we need more ppl like @PiZzArte,,❌ (1),positive,0.605462015,positive,0.523561239,neutral,0.458315253
1.0526E+18,Tickets#5253,2024-02-20T04:10:11.4960000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
1.87314E+17,moeron60,2024-02-20T06:40:52.4210000+08:00,Hello everyone! Kinda new to DCL here...so I bought a parcel and there is already content in the space. How do I go about redoing or removing old stuff?,,,neutral,0.814130127,positive,0.495049983,neutral,0.67215544
4.08121E+17,nft_world,2024-02-20T06:55:19.8080000+08:00,Welcome! You can deploy your new content over it once you have created some,,,positive,0.81469959,positive,0.710799813,positive,0.530297518
9.30219E+17,monaghanj_55477,2024-02-20T07:16:50.7710000+08:00,"Hello! I won't be in town for the Decentraland Anniversary Party in Dubai, but I will be at ArtDubai - Are there any events for that? I am making a room in this years MESH Fair",,,neutral,0.759924114,positive,0.397079438,neutral,0.820798218
9.30219E+17,monaghanj_55477,2024-02-20T07:20:42.2920000+08:00,would love to connect with any metaverse peeps in Dubai,,,positive,0.89281255,positive,0.876344204,neutral,0.499405861
8.79228E+17,kimbonft,2024-02-20T07:27:57.7660000+08:00,I recommend connecting with @serenaelis who is the Ambassador in Dubai. https://twitter.com/Serenaelis_,,,neutral,0.560831666,positive,0.639730871,neutral,0.622131109
9.30219E+17,monaghanj_55477,2024-02-20T07:28:55.1980000+08:00,Thank you!,,,positive,0.938062847,positive,0.982573926,positive,0.898866713
1.87314E+17,moeron60,2024-02-20T11:04:49.2680000+08:00,@Doug | NFTWorld.io thank you for the response! much appreciated. enjoying humans while we are still around lol,,Snoop_Dance01 (1),positive,0.973971128,positive,0.931567073,positive,0.906869292
6.78662E+17,yokk8077,2024-02-20T17:16:49.9460000+08:00,"Hi, I noticed the time is 4pm - 7pm UTC, in gulf time that would be 8pm to 11pm in dubai correct",,,neutral,0.928495646,positive,0.408472002,neutral,0.892295003
1.05989E+18,_cicadaa_,2024-02-20T20:51:41.8060000+08:00,"Hello, @Huepow. The parcel/estate's highlights in the marketplace are automatically added. Those highlights will not be visible if the parcel/estate is too far from a road or district.",,,neutral,0.779688299,positive,0.486922204,neutral,0.865651309
1.10831E+18,nakata5511,2024-02-20T21:32:05.7120000+08:00,"Hello, I sent an email for my request. When does team reply?",,,neutral,0.876975119,positive,0.407268822,neutral,0.862203956
1.05989E+18,_cicadaa_,2024-02-20T21:43:19.4170000+08:00,"Hey, @nakata. Our team (the Support Team) responds to emails at the earliest possible time. If you haven't received a response from us as of writing, please share more details about your concerns here, and I'll be happy to look into it for you.",,,neutral,0.765760124,positive,0.763332605,neutral,0.686074793
3.29507E+17,helpimstreaming,2024-02-20T23:08:43.0130000+08:00,happy 4th birthday dcl 🍼 👶 🎂,,"❤️ (5),😊 (2)",positive,0.981698275,positive,0.923060954,positive,0.695055068
2.92815E+17,koa_matt,2024-02-20T23:39:26.2050000+08:00,DCL doing anything for the birthday?,,,neutral,0.941023886,negative,0.35674873,neutral,0.879692137
1.05989E+18,_cicadaa_,2024-02-20T23:47:41.6610000+08:00,"I haven't seen an official announcement yet, @_Matt. But we'll surely let the whole community know via an official post once we confirm that something exciting from the Foundation is in the works. On the other hand, you may want to check this event by our very own Serenaelis: https://decentraland.org/events/event/?id=44c31cdd-7d3a-457e-8a91-3909899b3173.",,👍 (1),positive,0.507537246,positive,0.600722611,neutral,0.569365442
1.1945E+18,cryptoking0160,2024-02-21T01:11:05.0150000+08:00,Hello 👋 everyone,,,positive,0.778904617,positive,0.658742666,positive,0.502503574
1.1945E+18,cryptoking0160,2024-02-21T01:11:10.0550000+08:00,Nice coummnity,,,positive,0.869687498,positive,0.784138322,positive,0.765736043
1.0526E+18,Tickets#5253,2024-02-21T01:31:13.0410000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
4.63317E+17,bigmouthmeta,2024-02-21T02:13:45.7320000+08:00,Any chance I can apply as Head of Airdrops? 😬,,,neutral,0.767557681,negative,0.377013654,neutral,0.808337271
1.05989E+18,_cicadaa_,2024-02-21T02:19:38.6000000+08:00,"Hi, @BigMouth. Apologies for this, but your inquiry is a bit unclear to me. Can you please tell me what you exactly mean by ""Head of Airdrops""? If you're looking for open job positions in the Decentraland Foundation, please feel free to check this page: https://jobs.lever.co/Decentraland/.",,,neutral,0.864752769,negative,0.40825054,neutral,0.639642298
8.27201E+17,brucebutters,2024-02-21T05:06:23.7310000+08:00,What are the best sites for dcl metrics?  The dune dashboards seem to be outdated,,,negative,0.60931766,negative,0.47979933,negative,0.879764378
4.63317E+17,bigmouthmeta,2024-02-21T05:24:26.9990000+08:00,"I made up that role, but I’ll try thanks for the link",,❤️ (1),neutral,0.577131629,positive,0.624227345,neutral,0.508970499
1.05989E+18,_cicadaa_,2024-02-21T05:31:27.9670000+08:00,"Hey, @bruce. This webpage is the commonly used metrics/analytics page by the community: https://dcl-metrics.com/.",,,neutral,0.815602124,positive,0.511330962,neutral,0.7108078
4.08121E+17,nft_world,2024-02-21T05:32:11.1910000+08:00,That for historical data. https://dclnodes.io for current active users,,,neutral,0.919336855,positive,0.527840972,neutral,0.884664297
8.27201E+17,brucebutters,2024-02-21T05:37:09.4820000+08:00,Great thank you both,,😊 (2),positive,0.977389336,positive,0.898211956,positive,0.912068427
8.79228E+17,kimbonft,2024-02-21T08:40:10.4610000+08:00,Happy 4th birthday everyone! https://discord.com/channels/417796904760639509/433376431603580970/1209649262019874827,,,positive,0.961872876,positive,0.920770824,positive,0.517822802
6.68463E+17,boss92160,2024-02-21T14:41:36.7410000+08:00,hello all,,,positive,0.670790434,positive,0.634040773,neutral,0.502349496
6.68463E+17,boss92160,2024-02-21T14:41:52.8330000+08:00,Need help pls One  FR ?,,,neutral,0.802498698,positive,0.385530978,neutral,0.50393647
8.84866E+17,zcayel.,2024-02-21T15:24:02.9400000+08:00,is it possible to include texture nodes or evee nodes in dcl builder/engine?,,,neutral,0.932128787,positive,0.410698593,neutral,0.741706729
6.95742E+17,oguzsahan,2024-02-21T17:13:21.3450000+08:00,hi,,,neutral,0.472392023,positive,0.511991799,neutral,0.444212824
1.05587E+18,pizzarte,2024-02-21T19:05:35.9920000+08:00,I tried...but nothing....I'll try again as soon as I can....for the answer thanks....,,🤗 (1),negative,0.496599168,neutral,0.453235477,positive,0.377314627
5.39828E+17,_.valkyr._,2024-02-21T20:16:58.4880000+08:00,"Welcome to Decentraland's Discord server, @oguzsahan.:dcl: Hello there, @Toriyama. How can we help you today?🫡",,,positive,0.625399053,positive,0.56617856,neutral,0.491418213
5.39828E+17,_.valkyr._,2024-02-21T20:36:01.9850000+08:00,Would you mind providing more context for your inquiry about including nodes?  I'll do my best to look into this further. Thanks!🤗,,,positive,0.530551016,positive,0.905284822,positive,0.523083031
8.84866E+17,zcayel.,2024-02-21T21:26:22.0230000+08:00,"its commonly called ""evee nodes"" which cannot be baked with cycle, i will look a proper term for it, also importing light source would be great!",,🕵️ (1),positive,0.479446083,positive,0.680239677,positive,0.445311606
5.39828E+17,_.valkyr._,2024-02-21T22:25:53.2760000+08:00,"Thank you for the update, @PiZzArte. If the problem persists, please notify me as soon as possible.🫡",,,positive,0.509399533,positive,0.891729355,positive,0.448916554
5.39828E+17,_.valkyr._,2024-02-21T23:32:57.8870000+08:00,"Upon reviewing our documentation concerning 3D textures (https://docs.decentraland.org/creator/3d-modeling/textures/), it appears that EEVEE nodes are not supported. We highly encourage you to share your suggestions through our official feedback platform at https://feedback.decentraland.org/, which will be reviewed further by the team. Thank you for your cooperation and understanding! 😊",,💯 (1),negative,0.509264171,positive,0.733860016,positive,0.729682505
8.84866E+17,zcayel.,2024-02-21T23:43:27.7860000+08:00,yes it will unlock many amazing aestethics such us ghibli and many effects,,,positive,0.973958611,positive,0.486330301,positive,0.748460114
8.84866E+17,zcayel.,2024-02-21T23:44:40.5080000+08:00,also the importing of light source will unlock more realistic graphics in dcl,,,positive,0.732178569,positive,0.374093622,positive,0.526642561
8.84866E+17,zcayel.,2024-02-21T23:45:07.3880000+08:00,thx for listening,,😍 (1),positive,0.921672344,positive,0.578974307,positive,0.773216069
1.20946E+18,wow_angel_1,2024-02-22T08:29:09.9960000+08:00,Please dm me if you need a developer.,,,neutral,0.714442015,positive,0.412835717,neutral,0.847439766
7.05443E+17,dgn_landlord,2024-02-22T10:19:54.1910000+08:00,Hi guys! Is this confirmed metaverse Fashion week will happen in September in Decentraland ?,,,neutral,0.887358367,positive,0.588784575,neutral,0.889257789
4.14203E+17,catadecruz,2024-02-22T13:17:47.0660000+08:00,"Yes, to align with IRL Fashion Week.",,👍 (1),neutral,0.718256593,positive,0.806830823,neutral,0.631355405
1.05587E+18,pizzarte,2024-02-22T17:45:02.9690000+08:00,Problem solved for now..... downloaded and installed successfully....♥♥♥,,"🎉 (1),😊 (1)",positive,0.879979312,positive,0.513156533,positive,0.807334542
4.07148E+17,alphaplus.xyz,2024-02-22T18:28:38.8580000+08:00,hello guys,,,positive,0.525182962,positive,0.594057918,neutral,0.511001468
7.05443E+17,dgn_landlord,2024-02-22T20:08:24.1580000+08:00,Great news. When will we have more info about it ?,,,positive,0.984363735,negative,0.492394328,positive,0.700328529
1.05989E+18,_cicadaa_,2024-02-22T20:38:32.2860000+08:00,"Hey, @alphaplus. 👋  We're glad that you made it to Decentraland's Community server.",,,positive,0.975562572,positive,0.534475803,positive,0.856958449
1.05989E+18,_cicadaa_,2024-02-22T20:41:48.9930000+08:00,"We don't have a complete guide about it yet. But please rest assured that the whole community will be notified once it's ready. That said, please keep an eye on our official channels for announcements about the MVFW.",,,neutral,0.807412565,neutral,0.390285522,neutral,0.713038802
7.05443E+17,dgn_landlord,2024-02-22T21:44:13.8200000+08:00,Awesome!,,❤️ (1),positive,0.965875328,positive,0.931798995,positive,0.87902391
1.10155E+18,felipe_sanchezz,2024-02-23T01:15:05.1310000+08:00,hola !!!! como estan??  soy Fito acabo de ingresar en la comunidad y deseando de interectuar con tod@s vosotr@s. un saludo,,,neutral,0.870150566,negative,0.434671372,neutral,0.58265233
1.05989E+18,_cicadaa_,2024-02-23T01:45:00.5870000+08:00,"Hello, @Fito. Welcome to Decentraland's community server, and we hope you enjoy your stay. Please feel free to check the #🇪🇸-español channel if you're more comfortable using your first language. *(Hola. Bienvenido al servidor comunitario de Decentraland y esperamos que disfrute su estadía. No dudes en consultar el canal #🇪🇸-español si te sientes más cómodo usando tu primer idioma.)* 👋",,,positive,0.873685539,positive,0.708112717,positive,0.752734184
1.10155E+18,felipe_sanchezz,2024-02-23T01:45:42.7200000+08:00,ok thank,,"❤️ (1),😊 (1)",positive,0.591370523,positive,0.902094841,positive,0.464765698
9.09636E+17,steakandchill,2024-02-23T07:51:18.6420000+08:00,Is there a music festival this year?,,,neutral,0.914011359,positive,0.373261094,neutral,0.831547201
4.08121E+17,nft_world,2024-02-23T09:07:18.5140000+08:00,Hey @ngt2100 this channel is for Decentraland content only. Thanks for understanding 🙏,,,positive,0.529756784,positive,0.799597442,positive,0.525694191
8.79228E+17,kimbonft,2024-02-23T16:25:46.8560000+08:00,That is currently planned for November,,,neutral,0.925954103,positive,0.424509794,neutral,0.838441551
2.32196E+17,gloomycat85,2024-02-23T17:19:21.3330000+08:00,Where did the job board go?😅,,,neutral,0.809457421,negative,0.432344049,neutral,0.6934582
1.05989E+18,_cicadaa_,2024-02-23T21:11:30.1470000+08:00,"Hey, @Gloomy Cat. If you're looking for open job positions in the Decentraland Foundation, please feel free to check this page: https://jobs.lever.co/Decentraland/.",,👀 (1),neutral,0.671132267,positive,0.64979738,neutral,0.700811625
2.32196E+17,gloomycat85,2024-02-23T21:14:02.1950000+08:00,"Ah not that, I got name wrong, I was looking for hiring channel",,,negative,0.491837829,negative,0.717535138,neutral,0.48389706
1.05989E+18,_cicadaa_,2024-02-23T21:18:45.0730000+08:00,"Ohh. Thanks for clearing that up. We've archived the hiring channel that we had before. However, may use the #3d-modeling or #☣-random channel for hiring topics for now.",,,neutral,0.808979154,positive,0.73220861,positive,0.569559336
2.32196E+17,gloomycat85,2024-02-23T21:19:21.0500000+08:00,Thank you,,❤️ (1),positive,0.835400641,positive,0.961884677,positive,0.800634861
1.05989E+18,_cicadaa_,2024-02-24T04:19:58.2910000+08:00,"Hey, @PlanetBinx. Please refrain from posting topics unrelated to Decentraland here and review our server's #rules. Any unrelated topics that still align with the rules can be posted on the #☣-random channel. I'll delete your post now.",,,negative,0.596410155,neutral,0.377530515,negative,0.883912861
7.40207E+17,neil_876,2024-02-24T05:51:14.0790000+08:00,Hi,,👋 (1),neutral,0.464065582,positive,0.598570883,neutral,0.464265019
3.88053E+17,hueppow,2024-02-24T06:03:40.3550000+08:00,"Why Decentraland X account is not a company verified ? The difference is huge , especially when it comes to reach masses . This is the way X algorithm works",,,neutral,0.538585246,negative,0.621228337,negative,0.43309781
3.88053E+17,hueppow,2024-02-24T06:04:56.6000000+08:00,Maybe there’s a reason behind it or am I missing something ?,,,neutral,0.680862665,negative,0.524270833,negative,0.572912931
1.13533E+18,cathyloom,2024-02-24T08:44:49.5640000+08:00,I costs 10K to do that. Someone named Bitcoineeft had already recommended this idea. https://decentraland.org/governance/proposal/?id=ea19767c-ec1f-4506-9149-4cd32a305567,,,neutral,0.809528649,positive,0.494855136,neutral,0.730334401
1.20764E+18,agadcl,2024-02-24T10:54:10.3550000+08:00,Hello everyone  👋,,👋 (2),positive,0.804593801,positive,0.670872867,positive,0.536614895
4.08121E+17,nft_world,2024-02-24T12:42:06.1280000+08:00,"@Rafael Ramos advertising isn’t allowed here unless it’s directly DCL related, as per rule #6 of #rules. Thanks for your understanding 🙏",,,neutral,0.774735749,positive,0.741110325,neutral,0.561769307
1.0526E+18,Tickets#5253,2024-02-24T12:44:25.4600000+08:00,A ticket was created here: #deleted-channel,,,neutral,0.920534611,positive,0.481309295,neutral,0.892502248
7.0273E+17,metaryuk,2024-02-24T19:50:29.3340000+08:00,"A clip compiling the cool stuffs that happened during the event by Decentraland Ambassador @10AK 

https://twitter.com/serenaelis_/status/1761322594991563121",,🔥 (1),positive,0.640435934,positive,0.652902544,neutral,0.508483589
1.05989E+18,_cicadaa_,2024-02-24T20:17:38.9180000+08:00,@neil_876 and @AGA. Welcome to Decentraland's community server.,,,positive,0.829056144,positive,0.600125909,positive,0.554130793
1.05989E+18,_cicadaa_,2024-02-24T20:26:47.9440000+08:00,"Hello, @Huepow. Maybe I'm wrong, or I misunderstood your concern. However, upon checking our X account, it shows that it is a verified account, and it is confirmed by the blue check badge beside our X account's username. It also shows that it has been a verified account since December 2022. https://twitter.com/decentraland.",,,neutral,0.811764717,negative,0.497241199,negative,0.592716217
8.94856E+17,wildy3679,2024-02-24T21:38:05.4300000+08:00,"Gello guys!
Got a DM about mana airdrop from Decentraland...is it real or a scam?

Thanks 🙂",,,neutral,0.702173889,positive,0.695589542,neutral,0.754038692
1.05989E+18,_cicadaa_,2024-02-24T21:40:23.3540000+08:00,"Hi, @wildy3679. Decentraland currently doesn't offer any airdrops. The DM you received is 100% a scam. Please check this post and the pinned messages we have on this channel: https://discord.com/channels/417796904760639509/420147899096104961/1168901688875290784.",,🙏 (1),negative,0.872780025,neutral,0.40689984,negative,0.841777921
8.94856E+17,wildy3679,2024-02-24T21:41:22.8720000+08:00,Thanks for the quick reply!,,,positive,0.91413784,positive,0.969487071,positive,0.87191993
8.94856E+17,wildy3679,2024-02-24T21:41:37.4840000+08:00,Should I send a screen of the DM or username it was sent from?,,,neutral,0.934969366,negative,0.376250535,neutral,0.882598341
8.94856E+17,wildy3679,2024-02-24T21:42:30.3310000+08:00,Just did in #report-scam,,"🙏 (1),❤️ (1)",negative,0.513048589,negative,0.39896813,negative,0.61662817
1.05989E+18,_cicadaa_,2024-02-24T21:42:36.2830000+08:00,"Yes, please, and report it on the #report-scam channel.",,🙏 (1),neutral,0.470503092,positive,0.74076438,neutral,0.638791025
1.21064E+18,plush111,2024-02-25T00:29:56.4990000+08:00,Hi,,,neutral,0.464065582,positive,0.598570883,neutral,0.464265019
9.12494E+17,futureghost7392,2024-02-25T01:13:40.9910000+08:00,"Submitted a proposal in Governance. Please take a minute to vote on it.. I would like to see a ""Decentraland Community"" in Nifty Island that can be joined by being a Decentraland name holder.",,❤️ (2),neutral,0.746596396,negative,0.400746405,neutral,0.56997174
1.05989E+18,_cicadaa_,2024-02-25T02:10:45.8220000+08:00,"Hey, @Plush. 👋 Welcome to Decentraland's community server.",,,positive,0.768580079,positive,0.730194807,positive,0.595937908
1.13533E+18,cathyloom,2024-02-25T06:14:08.9530000+08:00,"I believe he was referring to the Gold checkmark and square profile picture

The gold checkmark indicates that the account is an official organization account through Verified Organizations.",,,neutral,0.922206521,negative,0.370771527,neutral,0.851114392
1.13533E+18,cathyloom,2024-02-25T06:16:06.8240000+08:00,If you have a look at Sandbox and Fortnite they already have this verifications and both logo's are squared instead of being rounded. Once verified they can issue gold badges to other sub-branches within the organization.,,,neutral,0.880651414,negative,0.540348351,neutral,0.687175274
